SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220825-0000409,03:05.7,2225.03,678.72,1225.13,30.3,4634.89,177.76,97.97,30.3,437.33,869.7783333,148.3016667,136.284537,30.3,160.7957407,19.21805556,8.510185185,30.3,47.7225,0,2.02,2.02,30.3,40.4,0,0,30.3,40.4,915.8108719,104.7340174,193.0367127,0,713.0299487,20.46211267,13.26053095,0,53.31229431,32044.68006,3600.223333,0,4980.882765,0
20220825-0000410,03:31.7,2224.02,1324.11,1227.15,30.3,4656.1,181.8,180.79,30.3,419.15,1201.148974,148.0103205,169.2850641,30.3,72.86891026,17.34480769,12.69621795,30.3,42.84730769,0,1.01,17.17,30.3,40.4,0,1.01,30.3,40.4,875.9752154,164.6269358,168.6609276,0,369.8083611,19.63988031,19.62187411,0,30.22698707,31493.91494,3560.924204,0,5063.396236,0
20220825-0000411,04:53.7,2229.07,1553.38,1219.07,30.3,4333.91,177.76,150.49,30.3,435.31,1186.536346,151.7589744,189.5303846,30.3,97.20602564,17.22179487,13.73211538,30.3,42.98974359,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,873.1256942,180.8075549,213.1599092,0,475.3437965,19.17304438,19.52722673,0,31.51999446,31940.05012,3531.762476,0,4813.078055,0
20220825-0000412,06:16.7,2224.02,1585.7,2271.49,30.3,4191.5,186.85,132.31,30.3,432.28,1185.979551,150.0885897,205.3148718,30.3,128.2505769,17.51961538,12.83865385,30.3,52.7725,0,1.01,14.14,30.3,40.4,0,0,30.3,40.4,877.174042,169.5616906,300.8196231,0,570.8394075,19.96500391,17.83323393,0,67.67820971,31597.55003,3558.549277,0,5030.084217,0
20220825-0000413,07:29.6,2226.04,1222.1,1457.43,30.3,4316.74,67.67,118.17,30.3,418.14,1258.842162,154.5436486,171.4952703,30.3,105.9135135,16.42614865,11.97668919,30.3,48.11148649,0,0,8.08,30.3,40.4,0,0,30.3,40.4,848.9284143,162.061575,160.7399553,0,488.6576825,13.01585204,13.69541032,0,52.84862632,31890.46619,3597.054429,0,4942.988922,0
20220825-0000415,10:06.7,2226.04,959.5,2579.54,30.3,4181.4,138.37,204.02,30.3,417.13,1281.69,149.6391096,218.8725342,30.3,77.63856164,18.78876712,15.25376712,30.3,45.55376712,0,0,13.13,30.3,40.4,0,0,30.3,40.4,840.389741,149.2009311,301.489478,0,346.2454737,21.15210244,22.77811685,0,43.73325583,31501.30006,3626.980227,0,5012.741656,0
20220825-0000417,12:33.7,2226.04,1003.94,1258.46,30.3,4609.64,84.84,204.02,30.3,4173.32,1260.125135,154.7552027,180.1348649,30.3,114.8124324,16.51486486,13.25966216,30.3,81.18898649,0,1.01,17.17,30.3,40.4,0,0,30.3,40.4,848.7406654,159.8718588,187.3346915,0,516.9543713,13.79163703,19.7451206,0,344.4617731,31856.29991,3639.282752,0,5072.501915,0
20220825-0000418,13:47.6,2231.09,966.57,1241.29,30.3,4649.03,80.8,173.72,30.3,4167.26,1279.22726,158.2171918,208.7241096,30.3,189.9076712,16.665,13.7180137,30.3,104.9431507,0,0,6.06,30.3,40.4,0,0,30.3,40.4,839.9634272,149.7842774,220.6766374,0,794.797984,13.04365833,20.28602898,0,481.4108469,31672.02238,3216.092585,0,4750.390962,0
20220825-0000419,15:00.7,2225.03,1003.94,2992.63,30.3,4683.37,160.59,83.83,30.3,453.49,1262.68551,153.547483,191.7213605,30.3,140.7678912,17.76088435,10.79394558,30.3,45.88285714,0,3.03,9.09,30.3,40.4,0,1.01,30.3,40.4,849.334525,148.5919733,287.738096,0,655.5034107,19.72988034,8.283779054,0,45.7968831,30104.92759,3633.433394,0,5063.664842,0
20220825-0000421,16:14.7,2227.05,743.36,1975.56,30.3,4649.03,34.34,173.72,30.3,435.31,1261.593061,140.8434694,174.5238776,30.3,105.9881633,15.25306122,16.7852381,30.3,45.77292517,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,849.9851151,116.2465799,185.7305745,0,509.6260551,11.18101815,25.68034458,0,45.75091228,31775.04238,3607.973109,0,5022.23086,0
20220825-0000421,16:14.7,2227.05,728.4928,1975.56,30.3,4649.03,34.34,173.72,30.3,435.31,1236.3612,136.6181653,174.5238776,30.3,105.9881633,15.25306122,16.7852381,30.3,45.77292517,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,858.4849663,112.7591825,185.7305745,0,509.6260551,11.74006905,25.68034458,0,48.03845789,33363.7945,3499.733916,0,5273.342403,1
20220825-0000422,17:27.7,2223.01,873.65,2992.63,30.3,4683.37,142.41,166.65,30.3,419.15,1277.30411,157.234863,217.9455479,30.3,128.9271918,16.90712329,16.18767123,30.3,45.63678082,0,2.02,4.04,30.3,40.4,0,0,30.3,40.4,846.4208492,140.400413,356.781441,0,611.7943471,17.47411132,24.88508788,0,43.90838862,31389.94756,3273.028009,0,4780.556387,0
20220825-0000423,18:40.7,2230.08,1571.56,2010.91,30.3,4302.6,161.6,155.54,30.3,4183.42,1268.996757,164.397973,202.0818919,30.3,72.32418919,17.47709459,14.74054054,30.3,74.00297297,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,851.1284808,201.2087083,249.7234564,0,350.7817771,19.68536489,20.89749924,0,342.264015,31838.40372,3251.714717,0,4924.925518,0
20220825-0000425,21:07.7,2232.1,1578.63,2228.06,30.3,4404.61,125.24,208.06,30.3,4173.32,1268.223333,152.1389796,221.2793197,30.3,126.4217687,16.39360544,14.79272109,30.3,109.6159184,0,0,5.05,30.3,40.4,0,0,30.3,40.4,852.059428,179.1779842,298.5515453,0,595.8606618,15.75280728,26.11566651,0,481.732518,31932.09738,3647.641163,0,5084.58362,0
20220825-0000426,22:21.7,2230.08,1084.74,1707.91,30.3,4437.94,143.42,155.54,30.3,492.88,1261.922857,159.2364626,187.3653061,30.3,132.8253061,16.5585034,13.56285714,30.3,51.40006803,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,844.4344064,182.7749006,211.306033,0,599.9077784,17.29603484,20.14241546,0,65.94811384,31807.10988,3532.59112,0,5057.335033,0
20220825-0000427,23:34.7,2227.05,1373.6,2550.25,30.3,4266.24,111.1,169.68,30.3,458.54,1273.032857,150.7854422,192.8893878,30.3,105.8713605,16.99136054,15.61034014,30.3,43.2444898,0,0,6.06,30.3,40.4,0,0,30.3,40.4,845.9447273,171.629749,259.2278895,0,487.2549827,16.73065442,22.53390888,0,34.37150956,31990.15622,3236.041893,0,4886.832873,0
20220825-0000428,24:48.6,2227.05,1370.57,1755.38,30.3,4437.94,186.85,199.98,30.3,460.56,844.7612329,157.776758,128.5374886,30.3,119.3368037,19.3560274,10.06771689,30.3,51.29785388,0,1.01,0,30.3,40.4,0,0,30.3,40.4,909.0551146,162.3228502,207.5173651,0,564.6790284,22.46691131,21.33719261,0,65.03105543,31688.52881,3599.296532,0,5012.502349,0
20220825-0000430,27:15.6,2225.03,597.92,2550.25,30.3,4621.76,95.95,194.93,30.3,4182.41,1239.822133,134.2155333,187.2405333,30.3,107.1273333,16.5842,14.22753333,30.3,108.3528,0,2.02,4.04,30.3,40.4,0,0,30.3,40.4,850.9856059,112.6586437,269.906126,0,503.4237625,15.62026791,21.83036385,0,476.6637058,31855.69997,3502.841087,0,4920.623086,0
20220825-0000431,28:28.6,2228.06,1463.49,2000.81,30.3,4437.94,164.63,173.72,30.3,4172.31,829.4138117,152.0752018,130.7383857,30.3,60.19237668,17.9626009,8.628026906,30.3,64.36372197,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,915.1016095,152.0091539,229.2257609,0,293.8238446,18.26557016,17.22612053,0,279.6428079,31612.79497,3358.168004,0,4959.012095,0
20220825-0000432,30:54.7,2227.05,1196.85,3171.4,30.3,4662.16,81.81,138.37,30.3,419.15,1099.71071,156.2870414,223.1801183,30.3,145.3025444,17.12816568,13.17183432,30.3,42.64112426,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,902.4761719,160.7264274,462.4076267,0,659.0949119,14.12314836,18.63690331,0,29.04933853,31690.09128,3182.432389,0,4783.086511,0
20220825-0000434,32:29.6,2226.04,933.24,1989.7,30.3,4332.9,169.68,194.93,30.3,480.76,1061.0656,144.9667429,167.5330286,30.3,93.6472,18.20885714,12.77794286,30.3,49.49577143,0,0,4.04,30.3,40.4,0,0,30.3,40.4,902.090391,126.6681085,255.6743385,0,450.8749137,22.1768524,23.1900501,0,59.59611566,31491.13744,3466.336596,0,4737.915116,0
20220825-0000435,33:45.6,2228.06,1518.03,2548.23,30.3,4398.55,112.11,173.72,30.3,496.92,1168.368,150.1933125,217.364625,30.3,96.240375,16.867,12.3661875,30.3,52.89875,0,1.01,4.04,30.3,40.4,0,0,30.3,40.4,882.3973476,178.1751672,350.992173,0,473.6323663,14.72671979,20.71072294,0,69.81714369,31690.43872,3571.344236,0,4993.29578,0
20220825-0000436,35:02.6,2228.06,1552.37,2470.46,30.3,4662.16,186.85,205.03,30.3,436.32,1194.621484,159.4366452,187.9968387,30.3,123.4480645,19.10529032,13.61870968,30.3,50.27193548,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,872.1891731,185.5355233,245.0862977,0,592.0187557,21.92718491,20.80540118,0,60.66980187,31397.17512,3354.948469,0,4975.417906,0
20220825-0000437,36:18.6,2224.02,1091.81,2959.3,30.3,4186.45,144.43,112.11,30.3,4164.23,1177.736709,150.694557,229.6918987,30.3,101.3451899,16.71613924,12.58025316,30.3,73.91537975,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,879.350048,153.0245769,392.1845851,0,466.0898945,16.31947842,15.76240751,0,330.778652,31169.54738,3224.229111,0,4892.306935,0
20220825-0000439,39:19.6,2225.03,1518.03,2563.38,30.3,4189.48,137.36,94.94,30.3,453.49,1181.071132,161.6889308,205.0236478,30.3,97.81119497,17.58289308,12.89496855,30.3,45.48176101,0,0,6.06,30.3,40.4,0,0,30.3,40.4,887.8801643,199.7804596,329.9255361,0,463.7580621,18.15225014,16.41524997,0,45.03799793,31928.53006,3620.942244,0,4955.195155,0
20220825-0000441,42:01.6,2228.06,910.01,946.37,30.3,4186.45,61.61,219.17,30.3,435.31,1197.158247,145.6236364,154.2348701,30.3,81.59357143,15.03850649,14.12688312,30.3,48.08649351,0,1.01,14.14,30.3,40.4,0,0,30.3,40.4,866.6307854,144.5922111,108.7177908,0,340.8309184,11.409114,24.14221876,0,54.53505431,31775.08884,3568.834816,0,4968.337808,0
20220825-0000443,44:35.6,2225.03,1182.71,2977.48,30.3,4662.16,169.68,205.03,30.3,435.31,1201.362208,164.4201299,195.1988961,30.3,131.3655844,18.4161039,15.34675325,30.3,50.41474026,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,870.1816105,179.9580676,297.5141369,0,607.2490017,21.5777005,25.63196168,0,60.97715841,31828.99759,3298.325282,0,4948.629603,0
20220825-0000444,45:52.7,2227.05,1410.97,940.31,30.3,4412.69,53.53,218.16,30.3,4157.16,1194.040128,157.3787179,155.4882051,30.3,160.4734615,15.39602564,15.62910256,30.3,102.8387179,0,2.02,16.16,30.3,40.4,0,1.01,30.3,40.4,878.8164339,185.1114097,122.4642649,0,675.3928256,11.93737158,28.43886945,0,465.8888764,31925.20009,3160.895181,0,4776.033082,0
20220825-0000445,45:53.6,2225.03,995.86,1962.43,30.3,4591.46,184.83,205.03,30.3,463.59,1128.139578,160.6143373,167.7877711,30.3,145.9693373,18.93445783,13.2273494,30.3,50.01325301,0,0,3.03,30.3,40.4,0,0,30.3,40.4,894.6805444,154.4448732,222.099251,0,672.1839785,22.95622568,24.58341926,0,60.88723805,31748.56119,3580.06146,0,4948.093648,0
20220825-0000446,47:10.6,2224.02,653.47,1209.98,30.3,466.62,82.82,219.17,30.3,4167.26,968.5163542,152.4784375,150.4794792,30.3,44.8503125,17.84333333,12.4040625,30.3,91.5628125,0,4.04,1.01,30.3,40.4,0,0,30.3,40.4,926.5678339,115.2692655,198.3973237,0,43.27582437,13.62478414,26.39332356,0,421.9254342,31170.43012,3597.164216,0,4961.438796,0
20220825-0000447,48:26.6,2223.01,674.68,1214.02,30.3,4405.62,167.66,94.94,30.3,460.56,1103.087337,149.0138462,156.5440237,30.3,96.77473373,18.0664497,9.926686391,30.3,52.04189349,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,901.2778491,118.5520978,164.0001046,0,470.0664555,19.61039907,11.50674456,0,66.65501861,31967.79381,3271.44189,0,4867.408787,0
20220825-0000448,49:43.6,2224.02,929.4222,2977.48,30.3,4580.35,169.68,83.83,30.3,4169.28,1217.388013,148.4572067,198.4178667,30.3,73.629,17.43933333,12.21426667,30.3,97.97,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,876.0648896,145.9402546,297.808179,0,370.8858234,21.7518897,13.55938421,0,497.6227278,33448.766,3412.967646,0,5191.823556,1
20220825-0000448,49:43.6,2224.02,948.39,2977.48,30.3,4580.35,169.68,83.83,30.3,4169.28,1242.232667,153.0486667,198.4178667,30.3,73.629,17.43933333,12.21426667,30.3,97.97,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,867.3909798,150.4538707,297.808179,0,370.8858234,20.71608543,13.55938421,0,473.9264074,31855.96762,3518.523346,0,4944.593863,0
20220825-0000449,51:00.6,2225.03,1407.94,2877.49,30.3,4191.5,182.81,198.97,30.3,4171.3,1230.708411,144.7778146,244.4266887,30.3,70.59966887,17.91245033,14.7486755,30.3,97.49509934,0,2.02,18.18,30.3,40.4,0,0,30.3,40.4,856.3434957,160.8333698,408.7692737,0,338.0766538,22.15481373,25.43574745,0,472.1546665,31997.57366,3594.056192,0,4958.826985,0
20220825-0000450,52:17.6,2224.02,880.72,2845.17,30.3,4614.69,125.24,207.05,30.3,4173.32,1139.117901,155.3779012,193.7204938,30.3,97.80166667,15.87944444,12.96166667,30.3,77.84481481,0,0,11.11,30.3,40.4,0,0,30.3,40.4,885.7923645,146.481214,312.7010655,0,490.7955174,14.35726013,24.31474269,0,329.6383946,31396.05503,3633.94587,0,5000.383604,0
20220825-0000451,53:46.6,2223.01,1142.31,2170.49,30.3,4200.59,165.64,202,30.3,468.64,981.7737234,158.3228723,202.6876596,30.3,84.65734043,18.11553191,16.56829787,30.3,48.94202128,0,0,2.02,30.3,40.4,0,0,30.3,40.4,909.8372748,154.6141106,324.4670856,0,426.8330167,19.6594932,32.7102964,0,58.07037509,31568.52869,3596.255584,0,4962.048714,0
20220825-0000452,54:06.6,2227.05,1067.57,3017.88,30.3,4269.27,91.91,137.36,30.3,4169.28,870.2912736,147.4695283,145.092217,30.3,105.2496226,17.01278302,8.88990566,30.3,84.69231132,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,916.7685416,114.9660413,270.2183116,0,494.4133754,12.39981996,15.77959813,0,400.9250071,31232.38756,3667.832629,0,5060.668661,0
20220825-0000454,56:52.6,2225.03,1407.94,2877.49,30.3,4185.44,165.64,198.97,30.3,435.31,1270.771081,166.4862162,208.8652703,30.3,158.2287838,18.99891892,14.08540541,30.3,51.05959459,0,2.02,23.23,30.3,40.4,0,1.01,30.3,40.4,858.9423496,201.3475121,344.6403686,0,672.0782069,22.06619648,23.93135978,0,63.96354208,31287.00634,3513.413458,0,4746.238997,0
20220825-0000455,58:05.6,2227.05,1109.99,2456.32,30.3,4614.69,91.91,138.37,30.3,474.7,1261.895374,137.0782993,186.6919728,30.3,105.6652381,16.3455102,12.48414966,30.3,51.33823129,0,0,4.04,30.3,40.4,0,0,30.3,40.4,847.853101,131.853616,265.032604,0,507.4604813,14.97678584,14.70175245,0,65.4453814,32042.13991,3649.619554,0,5118.383231,0
20220825-0000456,59:19.6,2232.1,1592.77,1234.22,30.3,4200.59,185.84,198.97,30.3,4144.03,1288.815342,167.5078082,192.3289041,30.3,97.25746575,18.87869863,13.95321918,30.3,79.55479452,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,849.3081315,208.1783548,201.4900584,0,481.9413429,23.95625598,21.19615303,0,343.9240007,31398.35884,3592.703261,0,4969.131945,0
20220825-0000457,00:32.6,2225.03,890.82,1688.72,30.3,4183.42,177.76,149.48,30.3,4169.28,942.621234,142.23325,139.0728351,30.3,87.49515464,17.47716495,11.10479381,30.3,69.7628866,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,921.1692211,109.1846343,199.2669943,0,420.1895603,18.77224452,19.10319317,0,315.3341911,33678.77891,3512.487133,0,5320.794627,1
20220825-0000457,00:32.6,2225.03,909,1688.72,30.3,4183.42,177.76,149.48,30.3,4169.28,961.8584021,146.6322165,139.0728351,30.3,87.49515464,17.47716495,11.10479381,30.3,69.7628866,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,912.0487338,112.5614787,199.2669943,0,420.1895603,17.87832811,19.10319317,0,300.3182772,32075.02753,3621.120756,0,5067.423455,0
20220825-0000458,02:32.6,2226.04,1556.41,2519.95,30.3,4440.97,144.43,164.63,30.3,4174.33,1215.353464,163.0720915,222.7875163,30.3,129.0357516,16.9851634,12.72732026,30.3,74.94464052,0,0,14.14,30.3,40.4,0,0,30.3,40.4,867.3850028,202.0368009,318.3723484,0,588.4765908,18.53654813,17.88065517,0,336.7441454,29478.42762,3622.335536,0,5053.600344,0
20220825-0000459,03:51.7,2225.03,1412.99,2890.62,30.3,4510.66,184.83,159.58,30.3,474.7,1265.488493,149.8812329,221.9924658,30.3,137.0832877,18.18,13.87712329,30.3,46.2939726,0,0,4.04,30.3,40.4,0,0,30.3,40.4,851.7719436,174.9487621,351.6720774,0,611.0642789,21.69725362,18.71419074,0,50.01656597,31779.50759,3556.568062,0,5030.765541,0
20220825-0000460,05:04.6,2228.06,1592.77,1225.13,30.3,4677.31,187.86,207.05,30.3,433.29,1253.327551,165.4407483,182.1916327,30.3,138.7753741,17.82272109,15.85768707,30.3,48.20517007,0,0,0,30.3,40.4,0,0,30.3,40.4,844.1559992,208.0238486,176.8565611,0,623.3914557,21.84487836,25.8921954,0,54.04088047,31913.58509,3588.895909,0,4957.17304,0
20220825-0000461,06:18.6,2233.11,1187.76,2909.81,30.3,4517.73,177.76,99.99,30.3,468.64,1271.230274,138.5014384,201.7786301,30.3,102.5565068,18.22150685,13.87712329,30.3,48.9019863,0,0,17.17,30.3,40.4,0,1.01,30.3,40.4,847.0849806,138.5526417,298.7494389,0,503.669647,21.83973695,16.11313936,0,58.7382529,31774.94744,3601.442582,0,5035.239815,0
20220825-0000462,07:31.6,2223.01,788.81,2071.51,30.3,4641.96,177.76,164.63,30.3,437.33,1260.802925,140.2869388,227.277483,30.3,102.965034,17.3829932,14.53163265,30.3,43.11394558,0,1.01,17.17,30.3,40.4,0,0,30.3,40.4,841.1539235,113.0949959,286.0782716,0,509.9923373,18.92164813,20.98530301,0,32.62726231,31876.3575,3536.705314,0,4963.96061,0
20220825-0000463,08:45.2,2225.03,1070.6,1984.65,30.3,47.47,85.85,131.3,30.3,483.79,1264.137838,175.235,218.2964865,30.3,40.55013514,16.51486486,14.23554054,30.3,56.77837838,0,3.03,10.1,30.3,40.4,0,0,30.3,40.4,845.924871,203.3623304,326.654568,0,0.934693943,15.61956005,19.21771918,0,79.88989134,31501.18997,3556.658105,0,4961.25588,0
20220825-0000464,08:45.6,2228.06,1433.19,1243.31,30.3,4510.66,184.83,159.58,30.3,466.62,1278.646259,150.7991837,178.1997279,30.3,102.0237415,17.7814966,14.75836735,30.3,59.30142857,0,1.01,14.14,30.3,40.4,0,1.01,30.3,40.4,850.008456,164.5102601,178.5199874,0,501.7313729,20.20855897,21.63805033,0,84.6003193,31747.835,1814.827224,0,3955.827832,0
20220825-0000465,09:58.6,2224.02,1362.49,1411.98,30.3,4317.75,186.85,157.56,30.3,447.43,1270.167755,158.0546939,199.925034,30.3,75.26904762,18.82585034,13.67965986,30.3,51.10462585,0,1.01,0,30.3,40.4,0,0,30.3,40.4,843.7747238,197.413879,213.2625652,0,354.5044846,23.98469943,18.66257427,0,63.98576995,31690.10744,2755.943886,0,4551.672529,0
20220825-0000467,12:25.6,2227.05,1318.4136,1885.67,30.3,4646,177.76,176.75,30.3,4141,1237.074933,155.0658497,237.0820408,30.3,129.6647619,18.10442177,13.82394558,30.3,76.24469388,0,0,11.11,30.3,40.4,0,1.01,30.3,40.4,859.192483,181.018409,300.2891426,0,618.9340725,22.92615122,19.63461459,0,357.9415729,33528.61847,3365.435731,0,5135.964943,1
20220825-0000467,12:25.6,2227.05,1345.32,1885.67,30.3,4646,177.76,176.75,30.3,4141,1262.321361,159.8617007,237.0820408,30.3,129.6647619,18.10442177,13.82394558,30.3,76.24469388,0,0,11.11,30.3,40.4,0,1.01,30.3,40.4,850.6856267,186.6169165,300.2891426,0,618.9340725,21.83442973,19.63461459,0,340.8967361,31932.01759,3469.521372,0,4891.395184,0
20220825-0000468,13:38.6,2225.03,940.31,1941.22,30.3,4423.8,165.64,84.84,30.3,483.79,1257.415646,140.5892517,187.9287075,30.3,81.97489796,15.87829932,11.25428571,30.3,54.10714286,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,844.8660309,120.1730176,244.8869496,0,366.0776086,17.15428364,10.83632009,0,73.17601402,32059.15134,3423.695619,0,4932.576637,0
20220825-0000469,14:52.6,2228.06,682.76,1512.98,30.3,4243.01,184.83,154.53,30.3,456.52,1258.501224,141.3931293,195.6582993,30.3,136.6248299,18.69530612,12.55972789,30.3,51.44816327,0,0,14.14,30.3,40.4,0,1.01,30.3,40.4,843.8583473,118.4205131,229.0527465,0,589.4781699,22.57465286,17.33671821,0,65.70098903,31998.61497,3446.952378,0,4867.465942,0
20220825-0000470,16:05.6,2232.1,914.05,1411.98,30.3,4675.29,186.85,128.27,30.3,466.62,1264.554354,139.9365306,180.5770068,30.3,170.5319728,18.33115646,13.48040816,30.3,48.56244898,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,846.5330525,129.8096752,176.4513152,0,727.339414,23.04977404,17.46889381,0,56.62347894,31170.39881,3169.772237,0,4710.97838,0
20220825-0000471,17:19.6,2226.04,1169.58,1227.15,30.3,4574.29,77.77,173.72,30.3,447.43,1273.603082,154.8413014,168.165,30.3,163.8067808,15.39212329,14.23684932,30.3,53.82054795,0,3.03,7.07,30.3,40.4,0,0,30.3,40.4,851.7396393,165.2515743,149.2913938,0,701.7975635,12.82751273,20.02885304,0,71.29273063,32078.95744,2619.866425,0,4524.082091,0
20220825-0000472,18:32.6,2226.04,1345.32,1283.71,30.3,4270.28,133.32,176.75,30.3,4156.15,1274.599388,156.6942857,164.7055782,30.3,131.7053741,18.18,12.82081633,30.3,76.81496599,0,0,11.11,30.3,40.4,0,0,30.3,40.4,844.3520165,179.7067117,152.7109987,0,591.635248,19.14353516,18.30575443,0,342.5622984,31500.40116,3177.8845,0,4766.287564,0
20220825-0000473,19:45.6,2226.04,1195.84,2410.87,30.3,4423.8,103.02,121.2,30.3,464.6,1272.991633,141.4137415,179.5051701,30.3,129.5067347,17.70591837,11.79020408,30.3,51.3107483,0,1.01,15.15,30.3,40.4,0,1.01,30.3,40.4,851.6840762,153.469162,228.14078,0,597.4858829,17.11518039,12.68354689,0,65.30257771,31500.87384,3309.344295,0,4844.416929,0
20220825-0000474,20:59.6,2223.01,905.97,1512.98,30.3,4268.26,97.97,209.07,30.3,437.33,1281.50449,148.7242177,168.7730612,30.3,100.6908163,16.51040816,14.11938776,30.3,43.11394558,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,854.6790586,141.9638715,165.3838503,0,489.2707495,14.90364984,22.30963769,0,32.6271854,32029.98759,3388.16082,0,4942.846172,0
20220825-0000475,22:12.6,2228.06,1103.93,2960.31,30.3,4184.43,143.42,177.76,30.3,415.11,1277.919795,146.1940411,239.0794521,30.3,68.83910959,17.48130137,15.95246575,30.3,43.02876712,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,842.1590398,143.1215676,374.749686,0,341.7965502,19.15642694,25.83486826,0,30.910115,31597.55003,3386.2792,0,4947.507079,0
20220825-0000476,23:25.6,2223.01,731.24,1472.58,30.3,4300.58,140.39,83.83,30.3,480.76,1251.881351,144.6210811,221.5448649,30.3,160.2760811,18.6577027,12.33837838,30.3,57.43351351,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,853.5230303,131.308444,290.3810734,0,683.2902927,22.98396235,13.88569839,0,82.96503799,31045.15881,3402.700882,0,4891.098843,0
20220825-0000476,23:25.6,2223.01,716.6152,1472.58,30.3,4300.58,140.39,83.83,30.3,480.76,1226.843724,140.2824486,221.5448649,30.3,160.2760811,18.6577027,12.33837838,30.3,57.43351351,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,862.0582606,127.3691907,290.3810734,0,683.2902927,24.13316046,13.88569839,0,87.11328988,32597.41675,3300.619855,0,5135.653785,1
20220825-0000478,24:39.6,2227.05,1025.15,1258.46,30.3,4334.92,76.76,83.83,30.3,4161.2,1285.778425,154.6268493,185.8607534,30.3,130.2692466,16.87945205,12.73568493,30.3,76.82226027,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,842.7450363,163.9976323,209.1587412,0,600.5053859,14.46693666,14.11311416,0,343.9045089,32031.81872,3422.957401,0,4877.243752,0
20220825-0000479,25:52.6,2227.05,1327.14,2410.87,30.3,4301.59,125.24,219.17,30.3,449.45,1260.821216,148.4290541,204.6956081,30.3,128.5702703,16.05081081,16.9175,30.3,48.36398649,0,0,14.14,30.3,40.4,0,0,30.3,40.4,852.6198154,156.1149731,312.1977753,0,593.921175,14.85947384,30.88866859,0,55.40165972,31988.95634,3405.702242,0,4918.988557,0
20220825-0000480,27:06.6,2223.01,1179.68,2009.9,30.3,4707.61,128.27,168.67,30.3,473.69,1279.123493,166.615411,199.6894521,30.3,106.7971233,17.97938356,13.41363014,30.3,54.14568493,0,0,8.08,30.3,40.4,0,0,30.3,40.4,845.7357369,195.6023354,273.3293944,0,516.2089456,19.2416126,18.55240163,0,73.04382993,31220.01506,3395.997992,0,4852.43135,0
