SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220824-0000180,03:37.1,2227.05,1361.48,2867.39,30.3,4705.59,131.3,104.03,30.3,455.51,1097.043099,165.775848,176.4369591,30.3,167.5891228,18.52847953,10.66111111,30.3,49.8502924,0,2.02,14.14,30.3,40.4,0,0,30.3,40.4,902.9885442,180.8901542,299.6605562,0,734.030071,18.09084315,15.78061991,0,61.08038373,32044.28616,2746.208193,0,4679.097624,0
20220824-0000182,06:27.6,2226.04,1583.68,1229.17,30.3,4662.16,185.84,171.7,30.3,4171.3,993.2920213,158.1294681,137.2471809,30.3,136.0975,18.31430851,10.2987766,30.3,88.50393617,0,3.03,14.14,30.3,40.4,0,0,30.3,40.4,911.8983653,157.2923416,165.6330682,0,633.9282488,19.32068077,17.20074323,0,425.1781726,31996.56366,3246.682998,0,4760.939339,0
20220824-0000183,07:58.5,2226.04,1580.65,3017.88,30.3,4647.01,178.77,135.34,30.3,466.62,981.7737234,158.7365426,155.2230319,30.3,135.7053191,18.18,10.6587234,30.3,46.75010638,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,917.636455,150.4467288,299.24277,0,633.8034751,20.47972894,17.06890382,0,50.07043473,31399.22744,3576.055618,0,5121.898184,0
20220824-0000184,09:36.1,2224.02,1580.65,2952.23,30.3,4192.51,140.39,215.13,30.3,4175.34,1150.087,157.8566875,203.2056875,30.3,76.7095,17.271,11.602375,30.3,75.636375,0,2.02,3.03,30.3,40.4,0,0,30.3,40.4,878.7894826,180.7731547,349.5611793,0,332.7661439,19.85833337,21.77303526,0,330.3891485,31931.67116,3509.727134,0,4954.138669,0
20220824-0000185,10:53.1,2223.01,1184.73,1840.22,30.3,4188.47,150.49,215.13,30.3,468.64,1147.304233,150.2359509,176.440184,30.3,96.31558282,17.57895706,14.02226994,30.3,47.76122699,0,0,2.02,30.3,40.4,0,0,30.3,40.4,890.2824312,160.9388797,256.1682489,0,457.9990683,20.05674964,26.4234449,0,53.83882775,31668.36012,3573.461382,0,5053.917451,0
20220824-0000186,12:25.9,2226.04,1051.41,1280.68,30.3,4290.48,109.08,205.03,30.3,4178.37,1031.226927,139.4872067,123.9704469,30.3,118.2602793,16.77502793,12.49804469,30.3,95.13748603,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,907.9259098,113.9946038,153.0919621,0,542.2705545,14.25386523,27.27927503,0,437.4467178,31994.51134,3340.482687,0,4965.421737,0
20220824-0000190,26:33.1,2227.05,1132.21,236.34,30.3,4182.41,69.69,204.02,30.3,4181.4,1100.948095,167.2632143,118.4465476,30.3,89.80583333,16.62892857,12.02380952,30.3,94.20654762,0,2.02,0,30.3,40.4,0,0,30.3,40.4,898.2133628,204.9905103,90.00871266,0,449.2496588,12.1632027,27.35199463,0,450.5217855,32034.26494,3332.777951,0,5037.42615,0
20220824-0000191,28:08.7,2223.01,721.14,1943.24,30.3,4386.43,105.04,87.87,30.3,479.75,971.3254167,152.2995833,146.639375,30.3,177.9914583,15.970625,8.269375,30.3,52.95135417,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,913.638283,107.8075329,247.87943,0,740.3892326,13.30403406,12.86874598,0,69.53679852,31857.00994,2397.337309,0,4563.934064,0
20220824-0000192,28:08.8,2226.04,949.4,1943.24,30.3,458.54,182.81,177.76,30.3,437.33,1062.415517,148.0752874,170.2024138,30.3,42.82632184,17.70982759,10.1,30.3,47.01724138,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,905.8574701,120.5791598,258.9488671,0,31.6087655,20.77075868,17.20406307,0,49.93309699,31288.45872,3382.865698,0,4996.681218,0
20220824-0000193,29:34.1,2211.89495,719.019,1277.65,30.3,4370.27,182.81,177.76,30.3,4170.29,1267.460654,133.8211154,171.1432051,30.3,208.2283333,20.31653846,12.625,30.3,98.19012821,0,1.01,14.14,30.3,40.4,0,1.01,30.3,40.4,852.4652945,109.6480241,199.9089078,0,812.6738975,29.82836073,21.84356871,0,512.6298232,32008.17143,2865.854998,0,5340.863846,1
20220824-0000193,29:34.1,2223.01,684.78,1277.65,30.3,4370.27,182.81,177.76,30.3,4170.29,1207.105385,148.6901282,171.1432051,30.3,208.2283333,20.31653846,12.625,30.3,98.19012821,0,1.01,14.14,30.3,40.4,0,1.01,30.3,40.4,861.076055,121.8311378,199.9089078,0,812.6738975,27.11669157,21.84356871,0,466.027112,31691.25884,3184.283331,0,4855.330769,0
20220824-0000194,30:50.6,2223.01,1594.79,2954.25,30.3,4433.9,140.39,126.25,30.3,440.36,1200.967692,149.8037179,199.8764103,30.3,149.9461538,16.94987179,10.00935897,30.3,50.56474359,0,4.04,5.05,30.3,40.4,0,0,30.3,40.4,871.9692369,197.7171509,379.8475329,0,675.622918,18.15606206,14.44517681,0,62.66746175,31559.10741,3091.176694,0,4717.471963,0
20220824-0000195,30:51.6,2230.08,1594.79,2263.41,30.3,4318.76,114.13,128.27,30.3,450.46,1213.278896,165.0825325,153.4085065,30.3,68.27993506,16.9011039,13.8711039,30.3,48.27012987,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,876.2783665,186.0103476,201.3983538,0,343.6449244,15.73024271,20.30971273,0,55.42403236,31748.0875,2658.497119,0,4488.326521,0
20220824-0000197,32:08.6,2227.05,774.67,2263.41,30.3,4318.76,117.16,135.34,30.3,450.46,1212.531234,140.6064286,197.2451299,30.3,151.8607143,17.26837662,11.41824675,30.3,50.69675325,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,867.3958973,120.7997497,301.0267378,0,665.5487966,18.18198198,16.51064087,0,63.04004082,31990.77131,473.0830948,0,2199.320948,0
20220824-0000198,33:25.6,2226.04,1095.85,1959.4,30.3,4283.41,86.86,167.66,30.3,436.32,1193.689677,148.522129,160.9744516,30.3,95.07683871,16.17954839,12.70645161,30.3,48.08903226,0,4.04,6.06,30.3,40.4,0,0,30.3,40.4,864.7999669,146.126156,206.3977355,0,477.7357461,14.08622359,19.25972394,0,54.43218754,31777.33003,3076.469546,0,4762.147352,0
20220824-0000198,33:25.6,2226.04,1073.933,1959.4,30.3,4283.41,86.86,167.66,30.3,436.32,1169.815884,144.0664652,160.9744516,30.3,95.07683871,16.17954839,12.70645161,30.3,48.08903226,0,4.04,6.06,30.3,40.4,0,0,30.3,40.4,873.4479665,141.7423713,206.3977355,0,477.7357461,14.79053477,19.25972394,0,57.15379692,33366.19653,2984.175459,0,5000.25472,1
20220824-0000200,36:00.1,2226.04,1260.48,1257.45,30.3,4189.48,112.11,106.05,30.3,463.59,1204.428258,162.6034839,163.3919355,30.3,96.62116129,17.29380645,11.54006452,30.3,53.03477419,0,0,3.03,30.3,40.4,0,0,30.3,40.4,872.4492343,161.9371983,193.893172,0,468.2747609,17.61748756,14.89448006,0,69.02472958,31813.72134,2738.836177,0,4668.813465,0
20220824-0000201,37:19.3,2226.04,1580.65,2428.04,30.3,4631.86,180.79,135.34,30.3,436.32,1197.491572,136.9661635,200.5961635,30.3,153.8630189,18.87238994,10.30327044,30.3,52.36119497,0,2.02,3.03,30.3,40.4,0,0,30.3,40.4,882.0804997,147.2917341,340.8891716,0,676.0519547,22.79733748,15.62371079,0,66.50103883,31846.26253,3415.703044,0,4818.818165,0
20220824-0000203,39:53.0,2225.03,1095.85,2972.43,30.3,4260.18,145.44,218.16,30.3,450.46,1155.304038,159.7094872,215.5119872,30.3,97.05064103,18.10230769,11.67974359,30.3,50.42878205,0,0,3.03,30.3,40.4,0,0,30.3,40.4,881.1208449,150.9756109,381.1072196,0,472.4570422,20.77650071,21.92171907,0,61.87186522,31289.91009,3427.434745,0,4956.921742,0
20220824-0000205,42:32.6,2227.05,1548.33,1870.52,30.3,4390.47,145.44,218.16,30.3,490.86,1194.593481,151.5063924,172.0324051,30.3,120.6118987,18.44848101,14.83037975,30.3,52.95468354,0,0,15.15,30.3,40.4,0,1.01,30.3,40.4,874.9201596,167.7207385,245.6562496,0,576.5284431,21.91734334,29.80799748,0,69.63821495,31172.76625,3374.39857,0,4975.578239,0
20220824-0000206,44:08.1,2223.01,633.27,2371.48,30.3,4415.72,112.11,82.82,30.3,435.31,1043.05764,138.0976404,187.8940449,30.3,99.38853933,17.0905618,9.38505618,30.3,49.24033708,0,0,3.03,30.3,40.4,0,0,30.3,40.4,918.4093228,99.27139409,335.3050464,0,467.2657018,14.61189594,12.15743676,0,58.63682074,31857.83006,3378.976895,0,4956.783904,0
20220824-0000207,45:26.8,2225.03,1192.81,1870.52,30.3,4321.79,117.16,107.06,30.3,434.3,1264.401809,164.2754255,198.0781915,30.3,179.7585106,16.55755319,12.1737234,30.3,48.63042553,0,5.05,17.17,30.3,40.4,0,1.01,30.3,40.4,858.7480392,180.686417,269.2531474,0,742.7807584,20.58785643,15.6217953,0,55.83479477,31373.55122,3442.787781,0,5049.348785,0
20220824-0000208,46:40.4,2222,1099.89,1193.82,30.3,4400.57,80.8,79.79,30.3,48.48,692.3240816,179.6357143,112.0687755,30.3,129.3830612,20.34428571,6.492857143,30.3,40.56489796,0,1.01,25.25,30.3,40.4,0,1.01,30.3,40.4,909.5222416,185.1303648,182.5671504,0,616.5733986,14.62112487,11.60732906,0,1.142596059,31503.38369,3436.598862,0,4879.756937,0
20220824-0000209,52:38.2,2229.07,520.15,1228.16,30.3,414.1,92.92,106.05,30.3,40.4,1445.904118,194.2170588,247.7470588,30.3,62.38235294,20.14058824,23.52705882,30.3,40.4,0,5.05,1.01,30.3,40.4,0,1.01,30.3,40.4,759.0147738,157.9744181,257.9109382,0,87.96258642,22.38578745,26.62133818,0,0,31909.98747,3321.106797,0,4849.66585,0
20220824-0000210,52:55.2,2225.03,654.2578,2880.52,30.3,4685.39,92.92,127.26,30.3,435.31,1362.555048,136.0075266,275.1277064,30.3,159.1074312,15.21486239,14.03807339,30.3,47.72944954,0,1.01,18.18,30.3,40.4,0,0,30.3,40.4,780.685069,121.3492966,486.7601324,0,706.7341894,18.01740828,18.55708323,0,55.6490808,32730.82447,3242.030013,0,5073.718027,1
20220824-0000210,52:55.2,2225.03,667.61,2880.52,30.3,4685.39,92.92,127.26,30.3,435.31,1390.362294,140.213945,275.1277064,30.3,159.1074312,15.21486239,14.03807339,30.3,47.72944954,0,1.01,18.18,30.3,40.4,0,0,30.3,40.4,772.9555139,125.1023677,486.7601324,0,706.7341894,17.15943645,18.55708323,0,52.99912457,31172.21378,3342.298983,0,4832.112407,0
20220824-0000211,54:13.1,2227.05,1136.25,1220.08,30.3,4658.12,107.06,131.3,30.3,423.19,1264.870408,140.6923129,160.2808163,30.3,117.5791156,17.58911565,12.22306122,30.3,48.24639456,0,1.01,22.22,30.3,40.4,0,1.01,30.3,40.4,850.5082563,134.6113431,177.4063664,0,538.727765,17.33460677,16.09216442,0,53.93048537,31924.94759,3323.674403,0,5024.192189,0
20220824-0000212,55:40.5,2214.9098,994.749,2344.21,30.3,4659.13,173.72,138.37,30.3,437.33,1325.249857,133.0417347,183.5520408,30.3,134.0551701,17.03945578,14.19496599,30.3,50.78857143,0,1.01,22.22,30.3,40.4,0,1.01,30.3,40.4,834.5569803,114.5879134,250.9843308,0,610.1504676,21.15552736,21.97562438,0,68.34749709,32008.31526,2865.130659,0,5244.864677,1
20220824-0000212,55:40.5,2226.04,947.38,2344.21,30.3,4659.13,173.72,138.37,30.3,437.33,1262.142721,147.8241497,183.5520408,30.3,134.0551701,17.03945578,14.19496599,30.3,50.78857143,0,1.01,22.22,30.3,40.4,0,1.01,30.3,40.4,842.9868488,127.3199038,250.9843308,0,610.1504676,19.2322976,21.97562438,0,62.13408826,31691.40125,3183.47851,0,4768.058797,0
20220824-0000213,56:34.7,2228.06,1103.93,1976.57,30.3,4186.45,157.56,137.36,30.3,467.63,1259.449388,155.0934014,200.9762585,30.3,76.85619048,18.99761905,11.59782313,30.3,51.55122449,0,3.03,7.07,30.3,40.4,0,1.01,30.3,40.4,847.2630344,170.6028108,265.2921962,0,344.8657975,22.56998,16.05225638,0,66.39880476,32022.8075,3235.363722,0,4920.662457,0
20220824-0000214,57:48.2,2223.01,1407.94,2949.2,30.3,4485.41,87.87,171.7,30.3,4156.15,1259.786054,164.1284354,223.2787075,30.3,160.5693878,16.09816327,13.19183673,30.3,76.65006803,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,842.682618,191.9637558,391.4183743,0,718.4611391,14.52277143,19.74996323,0,342.4481281,31932.69631,3339.351592,0,4914.532817,0
20220824-0000215,59:01.7,2229.07,940.31,2967.38,30.3,4147.06,107.06,204.02,30.3,479.75,1276.461361,140.7885034,188.897483,30.3,80.16789116,17.45857143,14.1537415,30.3,51.66115646,0,1.01,12.12,30.3,40.4,0,0,30.3,40.4,851.4040447,135.638102,353.8142644,0,343.928135,18.78529891,26.05096969,0,67.4349316,31929.03506,3355.825809,0,4856.690075,0
20220824-0000216,00:15.2,2232.1,1364.51,2260.38,30.3,4184.43,71.71,164.63,30.3,4170.29,1264.128367,153.712381,194.6826531,30.3,155.7529932,15.83020408,12.01693878,30.3,106.8057823,0,0,3.03,30.3,40.4,0,0,30.3,40.4,847.3363483,184.9400029,273.8491378,0,673.4649985,13.23358481,19.41026409,0,481.1453665,6325.85119,246.6010911,0,765.4753606,0
20220824-0000217,01:28.7,2223.01,842.34,2936.07,30.3,500.96,110.09,84.84,30.3,436.32,1271.603741,153.9322449,197.5546259,30.3,52.49251701,17.32802721,11.45353741,30.3,45.82789116,0,0,8.08,30.3,40.4,0,0,30.3,40.4,846.4066979,149.1616281,315.789527,0,72.11621239,17.43555632,12.77915156,0,45.28338647,31776.63616,5364.009208,0,6161.802627,0
20220824-0000218,02:42.2,2225.03,1005.96,2950.21,30.3,473.69,153.52,137.36,30.3,4148.07,1267.124014,152.2901361,178.8180952,30.3,52.26578231,17.42421769,14.46292517,30.3,76.29965986,0,1.01,1.01,30.3,40.4,0,1.01,30.3,40.4,848.0856962,159.0204184,286.6279211,0,70.42181625,21.67330568,23.14811557,0,341.5585395,31552.82622,3529.095003,0,4899.345472,0
20220824-0000219,03:55.7,2230.08,819.11,1833.15,30.3,4196.55,110.09,146.45,30.3,4165.24,1273.637671,137.8719178,197.7247945,30.3,97.37506849,15.9939726,10.95089041,30.3,79.00828767,0,0,7.07,30.3,40.4,0,0,30.3,40.4,849.2052897,118.953327,264.3500907,0,482.9520546,15.12952198,14.71671375,0,344.9756606,31599.72759,3517.23702,0,5037.944891,0
20220824-0000220,05:08.7,2224.02,1578.63,1218.06,30.3,4214.73,70.7,181.8,30.3,4170.29,1245.88277,161.2860811,186.3108784,30.3,127.9219595,16.09175676,13.70324324,30.3,109.1960135,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,852.2975085,203.4914142,212.6496512,0,588.040402,13.22249562,21.68920399,0,480.3856068,31288.45872,3502.458174,0,5005.325653,0
20220824-0000223,16:23.2,2229.07,766.59,1859.41,30.3,4184.43,145.44,210.08,30.3,4144.03,920.4763725,143.3209804,150.3315686,30.3,101.3366667,17.54627451,9.387058824,30.3,64.24887255,0,1.01,0,30.3,40.4,0,0,30.3,40.4,919.7832217,94.56172084,262.2855416,0,498.6402712,16.80460708,20.00343705,0,288.7435148,31997.39994,3552.114917,0,5020.760837,0
20220824-0000224,18:05.2,2226.04,1049.39,3191.6,30.3,4656.1,134.33,181.8,30.3,4175.34,1158.413187,144.3795,191.432875,30.3,126.6224375,18.116875,12.8333125,30.3,73.40175,0,4.04,8.08,30.3,40.4,0,0,30.3,40.4,882.8068663,125.6948676,394.8544845,0,585.8084637,19.86753116,21.13035935,0,329.4171615,31184.69738,3508.74055,0,4995.970846,0
20220824-0000225,19:25.2,2232.1,1581.66,2416.93,30.3,4200.59,101,148.47,30.3,434.3,1204.93,168.9306452,180.5293548,30.3,75.28735484,16.68129032,12.45883871,30.3,45.52167742,0,0,0,30.3,40.4,0,1.01,30.3,40.4,872.3250444,216.9607497,301.4614812,0,337.3130213,15.24933472,18.14466561,0,44.34130598,31690.70738,3484.070127,0,4904.812283,0
20220824-0000226,20:42.7,2223.01,1115.04,2280.58,30.3,4183.42,117.16,91.91,30.3,458.54,1199.749677,148.0529677,181.3503871,30.3,75.18309677,17.84116129,13.54051613,30.3,53.27587097,0,1.01,11.11,30.3,40.4,0,1.01,30.3,40.4,872.5144058,152.2715592,292.4304301,0,335.9251307,16.22382197,18.01228525,0,70.54778313,31932.71247,3512.396385,0,4991.314741,0
20220824-0000227,22:00.2,2225.03,1118.07,1899.81,30.3,4651.05,168.67,218.16,30.3,4174.33,1209.829156,155.0022078,191.8344156,30.3,151.1851948,17.76025974,13.70058442,30.3,99.17675325,0,0,24.24,30.3,40.4,0,1.01,30.3,40.4,867.1087117,148.6327342,276.0799325,0,679.2101839,17.92973428,26.09514248,0,469.5276769,32073.27619,3551.915008,0,5010.895239,0
20220824-0000228,23:17.2,2226.04,1572.57,2511.87,30.3,4190.49,111.1,138.37,30.3,436.32,1217.109026,158.0912338,196.6614286,30.3,99.74733766,17.68811688,13.11032468,30.3,50.31636364,0,3.03,9.09,30.3,40.4,0,0,30.3,40.4,869.7757739,195.1338646,342.6685812,0,471.642522,16.84994241,21.39981518,0,60.74290322,31600.13866,3482.195902,0,4940.702721,0
20220824-0000230,25:48.2,2226.04,1560.45,2562.37,30.3,4190.49,158.57,152.51,30.3,4164.23,1083.753488,151.5587209,160.7368023,30.3,117.5769186,17.09366279,11.08651163,30.3,71.16976744,0,0,4.04,30.3,40.4,0,1.01,30.3,40.4,902.5205352,157.4355408,256.0454566,0,544.3853458,16.69605938,19.46539171,0,317.1339326,31778.135,518.7484633,0,2312.640963,0
20220824-0000231,27:14.2,2228.06,901.93,1473.59,30.3,4337.95,159.58,203.01,30.3,498.94,1278.872993,141.2557143,176.7568707,30.3,126.1606803,17.25931973,13.9407483,30.3,51.7092517,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,850.9440662,130.5821443,210.5487477,0,594.2422539,18.90998835,25.68605226,0,67.42833977,31934.35372,2618.70936,0,4598.123551,0
20220824-0000233,28:58.2,2226.04,1341.28,2534.09,30.3,4657.11,124.23,204.02,30.3,484.8,737.4556917,151.2764427,119.0003557,30.3,95.33521739,16.97837945,7.624901186,30.3,46.90312253,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,900.1532379,113.4532431,259.6066674,0,472.1762165,12.49807283,17.22842674,0,51.44877078,32004.53256,3411.543423,0,4944.814927,0
20220824-0000234,31:04.7,2224.02,870.62,1956.37,30.3,4627.82,183.82,178.77,30.3,4164.23,1094.210235,148.7254706,205.5052941,30.3,141.5247647,16.72441176,12.61311765,30.3,91.29211765,0,2.02,9.09,30.3,40.4,0,0,30.3,40.4,898.8540119,124.7375084,357.526042,0,651.8856496,17.33756146,22.61783851,0,445.4352437,32061.14003,3423.786603,0,4976.609538,0
20220824-0000235,32:29.7,2226.04,1266.54,1803.86,30.3,4255.13,86.86,137.36,30.3,437.33,1262.238912,148.634898,165.6743537,30.3,111.6221769,16.58598639,12.88952381,30.3,53.79108844,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,850.334575,145.3388016,200.3774395,0,492.2583271,14.83937663,20.47433014,0,71.3763897,31684.58375,3448.131865,0,5070.602101,0
20220824-0000236,33:43.2,2225.03,1191.8,1494.8,30.3,4221.8,76.76,205.03,30.3,440.36,1273.850476,153.2657823,183.1947619,30.3,102.7245578,17.61659864,13.15061224,30.3,53.68115646,0,0,15.15,30.3,40.4,0,0,30.3,40.4,849.9650386,178.8343066,217.5764042,0,484.269575,14.48495625,24.73686301,0,70.77212931,31468.90128,3448.256863,0,5030.815401,0
20220824-0000237,34:56.7,2225.03,1546.31,2274.52,30.3,4642.97,165.64,204.02,30.3,436.32,1267.240816,148.6692517,201.4022449,30.3,160.5419048,18.12503401,15.3629932,30.3,48.60367347,0,1.01,15.15,30.3,40.4,0,1.01,30.3,40.4,848.938694,173.427191,310.2909744,0,702.3175594,21.83592163,30.08763533,0,55.97341597,32074.14378,3594.196433,0,5027.089163,0
20220824-0000238,36:10.2,2223.01,849.41,1263.51,30.3,4615.7,143.42,179.78,30.3,4175.34,1245.875946,149.4663514,176.2995946,30.3,108.4385135,18.78054054,14.07175676,30.3,107.1828378,0,3.03,27.27,30.3,40.4,0,0,30.3,40.4,847.2191011,137.3452498,202.539624,0,530.2421318,21.21698417,23.65855969,0,480.6751716,32002.14997,3095.054603,0,4863.05512,0
20220824-0000239,36:11.2,2227.05,1408.95,2954.25,30.3,4615.7,106.05,179.78,30.3,4172.31,1266.107143,149.3631973,203.4840816,30.3,108.2486395,16.33863946,11.9344898,30.3,76.7737415,0,0,8.08,30.3,40.4,0,0,30.3,40.4,843.5990814,161.4566462,365.217342,0,508.9537736,16.25097455,17.87828969,0,343.7814139,32106.62134,3506.41638,0,4856.396422,0
20220824-0000241,38:37.2,2227.05,1237.25,3179.48,30.3,4319.77,168.67,204.02,30.3,435.31,1258.418776,148.0508844,191.6870068,30.3,69.58006803,16.03632653,15.72714286,30.3,43.19639456,0,0,12.12,30.3,40.4,0,1.01,30.3,40.4,850.6400856,167.6510186,320.3663639,0,351.7647192,18.57280282,28.95210746,0,32.46654073,32051.48241,2037.411345,0,4081.355417,0
20220824-0000242,39:50.2,2222,1029.19,1878.6,30.3,4182.41,143.42,177.76,30.3,479.75,1268.232432,154.0932432,186.2904054,30.3,152.3189189,16.62405405,12.48851351,30.3,56.77837838,0,1.01,17.17,30.3,40.4,0,0,30.3,40.4,854.9363847,150.8128901,251.4300422,0,672.1701857,20.14668512,22.13334672,0,79.96069217,31932.50744,3118.056694,0,4832.207035,0
20220824-0000243,39:51.2,2214.9098,1299.1125,2280.58,30.3,4319.77,183.82,166.65,30.3,451.47,1340.239562,139.1330342,218.0908219,30.3,101.1176027,18.12465753,11.93321918,30.3,45.955,0,0,14.14,30.3,40.4,0,0,30.3,40.4,835.3192084,148.6504794,329.8116639,0,491.0984742,23.90608866,18.71530757,0,51.85565344,32393.0521,3181.719332,0,5472.363171,1
20220824-0000243,39:51.2,2226.04,1237.25,2280.58,30.3,4319.77,183.82,166.65,30.3,451.47,1276.41863,154.5922603,218.0908219,30.3,101.1176027,18.12465753,11.93321918,30.3,45.955,0,0,14.14,30.3,40.4,0,0,30.3,40.4,843.7567761,165.1671993,329.8116639,0,491.0984742,21.73280787,18.71530757,0,47.14150313,32072.32881,3535.243702,0,4974.87561,0
20220824-0000244,41:04.2,2223.01,1561.46,2945.16,30.3,4514.7,182.81,177.76,30.3,480.76,1242.6636,151.9848,250.5069333,30.3,161.0074667,17.74906667,14.28813333,30.3,52.14293333,0,0,16.16,30.3,40.4,0,0,30.3,40.4,850.1138744,194.7783629,484.4192527,0,696.3710165,23.41709801,24.30337842,0,70.86731455,31776.19378,3574.70397,0,5023.595181,0
20220824-0000245,42:18.2,2221.94445,1448.643,2280.58,30.3,4295.53,183.82,166.65,30.3,4181.4,1350.721079,128.5487877,198.0914384,30.3,134.9041781,17.45363014,13.80794521,30.3,77.20273973,0,0,0,30.3,40.4,0,0,30.3,40.4,837.4716741,148.3851631,296.3745324,0,593.9138149,22.53190513,21.28008646,0,380.3890995,32319.3815,3225.270166,0,5560.405327,1
20220824-0000245,42:18.2,2233.11,1379.66,2280.58,30.3,4295.53,183.82,166.65,30.3,4181.4,1286.401027,142.8319863,198.0914384,30.3,134.9041781,17.45363014,13.80794521,30.3,77.20273973,0,0,0,30.3,40.4,0,0,30.3,40.4,845.930984,164.8724034,296.3745324,0,593.9138149,20.48355012,21.28008646,0,345.8082723,31999.38762,3583.633517,0,5054.913934,0
20220824-0000247,44:45.2,2223.01,1568.53,1249.37,30.3,4305.63,141.4,135.34,30.3,4169.28,1286.414863,153.9419863,160.9773973,30.3,129.6120548,17.22534247,12.74952055,30.3,76.88452055,0,1.01,4.04,30.3,40.4,0,0,30.3,40.4,848.0077198,189.763586,161.8709429,0,595.1590441,18.48340587,18.14627187,0,344.5037733,31600.51741,3573.417066,0,5019.779192,0
20220824-0000248,45:58.2,2227.05,1159.48,1973.54,30.3,4579.34,135.34,174.73,30.3,4169.28,1275.747603,158.929726,182.7477397,30.3,71.57164384,17.10082192,11.46972603,30.3,96.95308219,0,1.01,18.18,30.3,40.4,0,1.01,30.3,40.4,843.677491,177.5040205,232.8889367,0,375.6388323,21.23955219,17.03187122,0,481.4012998,32089.72,3532.400407,0,4920.168797,0
20220824-0000249,47:11.2,2227.05,892.84,1246.34,30.3,4188.47,129.28,168.67,30.3,4169.28,1233.196533,137.3061333,174.1644,30.3,101.4848,18.6648,12.41626667,30.3,105.8614667,0,2.02,16.16,30.3,40.4,0,0,30.3,40.4,855.2901079,127.3969301,186.5256701,0,477.701331,20.40910326,20.62420946,0,476.4887318,32154.13881,3591.091926,0,5063.424717,0
20220824-0000251,48:25.2,2227.05,835.27,2315.93,30.3,4323.81,183.82,154.53,30.3,4169.28,1258.604286,147.2607483,203.037483,30.3,131.9046259,18.8052381,13.76210884,30.3,76.60197279,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,847.1677267,133.0376608,283.0410568,0,594.5538525,24.61031031,21.88658683,0,343.3873985,31599.71244,3530.259336,0,5073.704539,0
20220824-0000252,49:39.2,2226.04,1387.74,1739.22,30.3,4644.99,185.84,137.36,30.3,484.8,1271.486939,155.8423129,155.9316327,30.3,168.8417687,17.10816327,13.09564626,30.3,54.21707483,0,0,1.01,30.3,40.4,0,0,30.3,40.4,849.4923906,168.6599509,162.9879112,0,719.236839,20.46263062,20.17626315,0,73.71606701,31932.72762,3530.262445,0,4967.130356,0
20220824-0000253,50:52.2,2223.01,1525.1,1808.91,30.3,4183.42,183.82,206.04,30.3,4173.32,1217.261242,143.2153595,179.1594771,30.3,94.58352941,18.19320261,11.98137255,30.3,124.1045752,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,869.9791067,155.5686171,251.1635792,0,470.5349405,23.39106202,20.66882655,0,573.3997721,32065.40122,3579.630178,0,5035.013531,0
20220824-0000255,53:19.2,2220.9395,808.101,1230.18,30.3,4294.52,131.3,93.93,30.3,4173.32,1127.537009,130.2377586,143.2458621,30.3,112.5105172,17.76787356,10.27994253,30.3,94.70781609,0,0,7.07,30.3,40.4,0,0,30.3,40.4,893.6297999,102.4056368,180.803227,0,544.3078689,20.03069343,15.15475151,0,486.8779075,32414.01209,3203.011696,0,5494.043288,1
20220824-0000255,53:19.2,2232.1,769.62,1230.18,30.3,4294.52,131.3,93.93,30.3,4173.32,1073.84477,144.7086207,143.2458621,30.3,112.5105172,17.76787356,10.27994253,30.3,94.70781609,0,0,7.07,30.3,40.4,0,0,30.3,40.4,902.6563635,113.7840409,180.803227,0,544.3078689,18.2097213,15.15475151,0,442.6162795,32093.08128,3558.901885,0,4994.584807,0
